week,n,value,parameter,percentile,paper
14,,3.7,FL,95,browne1992
15,,3.7,FL,95,browne1992
16,,4.4,FL,95,browne1992
17,,4.6,FL,95,browne1992
18,,4.7,FL,95,browne1992
19,,5.1,FL,95,browne1992
20,,5.4,FL,95,browne1992
21,,6.0,FL,95,browne1992
22,,6.2,FL,95,browne1992
23,,6.0,FL,95,browne1992
24,,6.4,FL,95,browne1992
25,,6.5,FL,95,browne1992
26,,6.5,FL,95,browne1992
27,,7.0,FL,95,browne1992
28,,7.1,FL,95,browne1992
29,,7.3,FL,95,browne1992
30,,7.4,FL,95,browne1992
31,,7.6,FL,95,browne1992
32,,7.7,FL,95,browne1992
33,,7.7,FL,95,browne1992
34,,7.9,FL,95,browne1992
35,,8.2,FL,95,browne1992
36,,8.2,FL,95,browne1992
37,,8.4,FL,95,browne1992
38,,8.7,FL,95,browne1992
39,,8.6,FL,95,browne1992
40,,8.7,FL,95,browne1992
41,,8.7,FL,95,browne1992
42,,8.7,FL,95,browne1992
43,,8.9,FL,95,browne1992
44,,8.7,FL,95,browne1992
10,,4.6,FL,99,browne1992
11,,4.8,FL,99,browne1992
12,,4.7,FL,99,browne1992
13,,4.1,FL,99,browne1992
14,,4.3,FL,99,browne1992
15,,4.2,FL,99,browne1992
16,,5.0,FL,99,browne1992
17,,5.2,FL,99,browne1992
18,,5.3,FL,99,browne1992
19,,5.7,FL,99,browne1992
20,,6.1,FL,99,browne1992
21,,6.7,FL,99,browne1992
22,,6.8,FL,99,browne1992
23,,6.6,FL,99,browne1992
24,,7.0,FL,99,browne1992
25,,7.0,FL,99,browne1992
26,,7.0,FL,99,browne1992
27,,7.6,FL,99,browne1992
28,,7.7,FL,99,browne1992
29,,7.9,FL,99,browne1992
30,,8.0,FL,99,browne1992
31,,8.2,FL,99,browne1992
32,,8.2,FL,99,browne1992
33,,8.1,FL,99,browne1992
34,,8.3,FL,99,browne1992
35,,8.6,FL,99,browne1992
36,,8.6,FL,99,browne1992
37,,8.8,FL,99,browne1992
38,,9.2,FL,99,browne1992
39,,9.0,FL,99,browne1992
40,,9.2,FL,99,browne1992
41,,9.1,FL,99,browne1992
42,,9.1,FL,99,browne1992
43,,9.4,FL,99,browne1992
44,,9.0,FL,99,browne1992
10,,1.04,BPD,3,bucklouis2015_white
11,,1.34,BPD,3,bucklouis2015_white
12,,1.6600000000000001,BPD,3,bucklouis2015_white
13,,2.0,BPD,3,bucklouis2015_white
14,,2.33,BPD,3,bucklouis2015_white
15,,2.66,BPD,3,bucklouis2015_white
16,,2.98,BPD,3,bucklouis2015_white
17,,3.28,BPD,3,bucklouis2015_white
18,,3.5799999999999996,BPD,3,bucklouis2015_white
19,,3.87,BPD,3,bucklouis2015_white
20,,4.16,BPD,3,bucklouis2015_white
21,,4.46,BPD,3,bucklouis2015_white
22,,4.76,BPD,3,bucklouis2015_white
23,,5.05,BPD,3,bucklouis2015_white
24,,5.35,BPD,3,bucklouis2015_white
25,,5.64,BPD,3,bucklouis2015_white
26,,5.93,BPD,3,bucklouis2015_white
27,,6.21,BPD,3,bucklouis2015_white
28,,6.4799999999999995,BPD,3,bucklouis2015_white
29,,6.74,BPD,3,bucklouis2015_white
30,,7.0,BPD,3,bucklouis2015_white
31,,7.24,BPD,3,bucklouis2015_white
32,,7.459999999999999,BPD,3,bucklouis2015_white
33,,7.67,BPD,3,bucklouis2015_white
34,,7.859999999999999,BPD,3,bucklouis2015_white
35,,8.03,BPD,3,bucklouis2015_white
36,,8.17,BPD,3,bucklouis2015_white
37,,8.3,BPD,3,bucklouis2015_white
38,,8.41,BPD,3,bucklouis2015_white
39,,8.5,BPD,3,bucklouis2015_white
40,,8.57,BPD,3,bucklouis2015_white
10,,1.06,BPD,5,bucklouis2015_white
11,,1.3599999999999999,BPD,5,bucklouis2015_white
12,,1.69,BPD,5,bucklouis2015_white
13,,2.0300000000000002,BPD,5,bucklouis2015_white
14,,2.37,BPD,5,bucklouis2015_white
15,,2.71,BPD,5,bucklouis2015_white
16,,3.0300000000000002,BPD,5,bucklouis2015_white
17,,3.3299999999999996,BPD,5,bucklouis2015_white
18,,3.63,BPD,5,bucklouis2015_white
19,,3.9200000000000004,BPD,5,bucklouis2015_white
20,,4.220000000000001,BPD,5,bucklouis2015_white
21,,4.5200000000000005,BPD,5,bucklouis2015_white
22,,4.82,BPD,5,bucklouis2015_white
23,,5.12,BPD,5,bucklouis2015_white
24,,5.41,BPD,5,bucklouis2015_white
25,,5.71,BPD,5,bucklouis2015_white
26,,6.0,BPD,5,bucklouis2015_white
27,,6.279999999999999,BPD,5,bucklouis2015_white
28,,6.55,BPD,5,bucklouis2015_white
29,,6.82,BPD,5,bucklouis2015_white
30,,7.07,BPD,5,bucklouis2015_white
31,,7.32,BPD,5,bucklouis2015_white
32,,7.540000000000001,BPD,5,bucklouis2015_white
33,,7.76,BPD,5,bucklouis2015_white
34,,7.95,BPD,5,bucklouis2015_white
35,,8.120000000000001,BPD,5,bucklouis2015_white
36,,8.26,BPD,5,bucklouis2015_white
37,,8.39,BPD,5,bucklouis2015_white
38,,8.5,BPD,5,bucklouis2015_white
39,,8.59,BPD,5,bucklouis2015_white
40,,8.66,BPD,5,bucklouis2015_white
10,,1.09,BPD,10,bucklouis2015_white
11,,1.4,BPD,10,bucklouis2015_white
12,,1.7399999999999998,BPD,10,bucklouis2015_white
13,,2.09,BPD,10,bucklouis2015_white
14,,2.43,BPD,10,bucklouis2015_white
15,,2.77,BPD,10,bucklouis2015_white
16,,3.1,BPD,10,bucklouis2015_white
17,,3.41,BPD,10,bucklouis2015_white
18,,3.71,BPD,10,bucklouis2015_white
19,,4.0,BPD,10,bucklouis2015_white
20,,4.3,BPD,10,bucklouis2015_white
21,,4.61,BPD,10,bucklouis2015_white
22,,4.91,BPD,10,bucklouis2015_white
23,,5.21,BPD,10,bucklouis2015_white
24,,5.51,BPD,10,bucklouis2015_white
25,,5.8100000000000005,BPD,10,bucklouis2015_white
26,,6.1,BPD,10,bucklouis2015_white
27,,6.39,BPD,10,bucklouis2015_white
28,,6.67,BPD,10,bucklouis2015_white
29,,6.94,BPD,10,bucklouis2015_white
30,,7.19,BPD,10,bucklouis2015_white
31,,7.44,BPD,10,bucklouis2015_white
32,,7.67,BPD,10,bucklouis2015_white
33,,7.88,BPD,10,bucklouis2015_white
34,,8.08,BPD,10,bucklouis2015_white
35,,8.25,BPD,10,bucklouis2015_white
36,,8.4,BPD,10,bucklouis2015_white
37,,8.53,BPD,10,bucklouis2015_white
38,,8.629999999999999,BPD,10,bucklouis2015_white
39,,8.73,BPD,10,bucklouis2015_white
40,,8.8,BPD,10,bucklouis2015_white
10,,1.21,BPD,50,bucklouis2015_white
11,,1.55,BPD,50,bucklouis2015_white
12,,1.92,BPD,50,bucklouis2015_white
13,,2.29,BPD,50,bucklouis2015_white
14,,2.67,BPD,50,bucklouis2015_white
15,,3.0300000000000002,BPD,50,bucklouis2015_white
16,,3.37,BPD,50,bucklouis2015_white
17,,3.7,BPD,50,bucklouis2015_white
18,,4.01,BPD,50,bucklouis2015_white
19,,4.32,BPD,50,bucklouis2015_white
20,,4.63,BPD,50,bucklouis2015_white
21,,4.9399999999999995,BPD,50,bucklouis2015_white
22,,5.26,BPD,50,bucklouis2015_white
23,,5.57,BPD,50,bucklouis2015_white
24,,5.89,BPD,50,bucklouis2015_white
25,,6.1899999999999995,BPD,50,bucklouis2015_white
26,,6.5,BPD,50,bucklouis2015_white
27,,6.8,BPD,50,bucklouis2015_white
28,,7.08,BPD,50,bucklouis2015_white
29,,7.359999999999999,BPD,50,bucklouis2015_white
30,,7.640000000000001,BPD,50,bucklouis2015_white
31,,7.890000000000001,BPD,50,bucklouis2015_white
32,,8.14,BPD,50,bucklouis2015_white
33,,8.36,BPD,50,bucklouis2015_white
34,,8.559999999999999,BPD,50,bucklouis2015_white
35,,8.74,BPD,50,bucklouis2015_white
36,,8.9,BPD,50,bucklouis2015_white
37,,9.03,BPD,50,bucklouis2015_white
38,,9.15,BPD,50,bucklouis2015_white
39,,9.24,BPD,50,bucklouis2015_white
40,,9.33,BPD,50,bucklouis2015_white
10,,1.35,BPD,90,bucklouis2015_white
11,,1.72,BPD,90,bucklouis2015_white
12,,2.1100000000000003,BPD,90,bucklouis2015_white
13,,2.52,BPD,90,bucklouis2015_white
14,,2.92,BPD,90,bucklouis2015_white
15,,3.3,BPD,90,bucklouis2015_white
16,,3.6700000000000004,BPD,90,bucklouis2015_white
17,,4.01,BPD,90,bucklouis2015_white
18,,4.34,BPD,90,bucklouis2015_white
19,,4.66,BPD,90,bucklouis2015_white
20,,4.9799999999999995,BPD,90,bucklouis2015_white
21,,5.3100000000000005,BPD,90,bucklouis2015_white
22,,5.63,BPD,90,bucklouis2015_white
23,,5.96,BPD,90,bucklouis2015_white
24,,6.279999999999999,BPD,90,bucklouis2015_white
25,,6.6,BPD,90,bucklouis2015_white
26,,6.92,BPD,90,bucklouis2015_white
27,,7.2299999999999995,BPD,90,bucklouis2015_white
28,,7.529999999999999,BPD,90,bucklouis2015_white
29,,7.82,BPD,90,bucklouis2015_white
30,,8.1,BPD,90,bucklouis2015_white
31,,8.370000000000001,BPD,90,bucklouis2015_white
32,,8.629999999999999,BPD,90,bucklouis2015_white
33,,8.86,BPD,90,bucklouis2015_white
34,,9.08,BPD,90,bucklouis2015_white
35,,9.27,BPD,90,bucklouis2015_white
36,,9.43,BPD,90,bucklouis2015_white
37,,9.57,BPD,90,bucklouis2015_white
38,,9.690000000000001,BPD,90,bucklouis2015_white
39,,9.790000000000001,BPD,90,bucklouis2015_white
40,,9.879999999999999,BPD,90,bucklouis2015_white
10,,1.3900000000000001,BPD,95,bucklouis2015_white
11,,1.77,BPD,95,bucklouis2015_white
12,,2.17,BPD,95,bucklouis2015_white
13,,2.59,BPD,95,bucklouis2015_white
14,,3.0,BPD,95,bucklouis2015_white
15,,3.3899999999999997,BPD,95,bucklouis2015_white
16,,3.7600000000000002,BPD,95,bucklouis2015_white
17,,4.1,BPD,95,bucklouis2015_white
18,,4.43,BPD,95,bucklouis2015_white
19,,4.76,BPD,95,bucklouis2015_white
20,,5.09,BPD,95,bucklouis2015_white
21,,5.41,BPD,95,bucklouis2015_white
22,,5.74,BPD,95,bucklouis2015_white
23,,6.07,BPD,95,bucklouis2015_white
24,,6.4,BPD,95,bucklouis2015_white
25,,6.720000000000001,BPD,95,bucklouis2015_white
26,,7.040000000000001,BPD,95,bucklouis2015_white
27,,7.35,BPD,95,bucklouis2015_white
28,,7.659999999999999,BPD,95,bucklouis2015_white
29,,7.959999999999999,BPD,95,bucklouis2015_white
30,,8.24,BPD,95,bucklouis2015_white
31,,8.52,BPD,95,bucklouis2015_white
32,,8.77,BPD,95,bucklouis2015_white
33,,9.01,BPD,95,bucklouis2015_white
34,,9.23,BPD,95,bucklouis2015_white
35,,9.42,BPD,95,bucklouis2015_white
36,,9.59,BPD,95,bucklouis2015_white
37,,9.73,BPD,95,bucklouis2015_white
38,,9.85,BPD,95,bucklouis2015_white
39,,9.95,BPD,95,bucklouis2015_white
40,,10.040000000000001,BPD,95,bucklouis2015_white
10,,1.42,BPD,97,bucklouis2015_white
11,,1.8,BPD,97,bucklouis2015_white
12,,2.21,BPD,97,bucklouis2015_white
13,,2.63,BPD,97,bucklouis2015_white
14,,3.05,BPD,97,bucklouis2015_white
15,,3.44,BPD,97,bucklouis2015_white
16,,3.8200000000000003,BPD,97,bucklouis2015_white
17,,4.17,BPD,97,bucklouis2015_white
18,,4.5,BPD,97,bucklouis2015_white
19,,4.83,BPD,97,bucklouis2015_white
20,,5.15,BPD,97,bucklouis2015_white
21,,5.49,BPD,97,bucklouis2015_white
22,,5.82,BPD,97,bucklouis2015_white
23,,6.15,BPD,97,bucklouis2015_white
24,,6.4799999999999995,BPD,97,bucklouis2015_white
25,,6.8,BPD,97,bucklouis2015_white
26,,7.12,BPD,97,bucklouis2015_white
27,,7.44,BPD,97,bucklouis2015_white
28,,7.75,BPD,97,bucklouis2015_white
29,,8.040000000000001,BPD,97,bucklouis2015_white
30,,8.33,BPD,97,bucklouis2015_white
31,,8.61,BPD,97,bucklouis2015_white
32,,8.870000000000001,BPD,97,bucklouis2015_white
33,,9.11,BPD,97,bucklouis2015_white
34,,9.33,BPD,97,bucklouis2015_white
35,,9.52,BPD,97,bucklouis2015_white
36,,9.690000000000001,BPD,97,bucklouis2015_white
37,,9.83,BPD,97,bucklouis2015_white
38,,9.95,BPD,97,bucklouis2015_white
39,,10.059999999999999,BPD,97,bucklouis2015_white
40,,10.15,BPD,97,bucklouis2015_white
10,,4.14,HC,3,bucklouis2015_white
11,,5.220000000000001,HC,3,bucklouis2015_white
12,,6.39,HC,3,bucklouis2015_white
13,,7.609999999999999,HC,3,bucklouis2015_white
14,,8.84,HC,3,bucklouis2015_white
15,,10.07,HC,3,bucklouis2015_white
16,,11.27,HC,3,bucklouis2015_white
17,,12.440000000000001,HC,3,bucklouis2015_white
18,,13.580000000000002,HC,3,bucklouis2015_white
19,,14.709999999999999,HC,3,bucklouis2015_white
