week,n,value,parameter,percentile,paper
34,,8.26,BPD,10,giorlandino2009
35,,8.42,BPD,10,giorlandino2009
36,,8.55,BPD,10,giorlandino2009
37,,8.66,BPD,10,giorlandino2009
38,,8.74,BPD,10,giorlandino2009
39,,8.8,BPD,10,giorlandino2009
40,,8.82,BPD,10,giorlandino2009
41,,8.809999999999999,BPD,10,giorlandino2009
14,,2.8899999999999997,BPD,25,giorlandino2009
15,,3.17,BPD,25,giorlandino2009
16,,3.45,BPD,25,giorlandino2009
17,,3.75,BPD,25,giorlandino2009
18,,4.05,BPD,25,giorlandino2009
19,,4.36,BPD,25,giorlandino2009
20,,4.67,BPD,25,giorlandino2009
21,,4.9799999999999995,BPD,25,giorlandino2009
22,,5.3,BPD,25,giorlandino2009
23,,5.61,BPD,25,giorlandino2009
24,,5.92,BPD,25,giorlandino2009
25,,6.2299999999999995,BPD,25,giorlandino2009
26,,6.529999999999999,BPD,25,giorlandino2009
27,,6.82,BPD,25,giorlandino2009
28,,7.1,BPD,25,giorlandino2009
29,,7.37,BPD,25,giorlandino2009
30,,7.62,BPD,25,giorlandino2009
31,,7.859999999999999,BPD,25,giorlandino2009
32,,8.09,BPD,25,giorlandino2009
33,,8.290000000000001,BPD,25,giorlandino2009
34,,8.48,BPD,25,giorlandino2009
35,,8.64,BPD,25,giorlandino2009
36,,8.78,BPD,25,giorlandino2009
37,,8.89,BPD,25,giorlandino2009
38,,8.98,BPD,25,giorlandino2009
39,,9.03,BPD,25,giorlandino2009
40,,9.059999999999999,BPD,25,giorlandino2009
41,,9.05,BPD,25,giorlandino2009
14,,3.04,BPD,50,giorlandino2009
15,,3.3200000000000003,BPD,50,giorlandino2009
16,,3.6100000000000003,BPD,50,giorlandino2009
17,,3.91,BPD,50,giorlandino2009
18,,4.21,BPD,50,giorlandino2009
19,,4.5200000000000005,BPD,50,giorlandino2009
20,,4.84,BPD,50,giorlandino2009
21,,5.16,BPD,50,giorlandino2009
22,,5.4799999999999995,BPD,50,giorlandino2009
23,,5.8,BPD,50,giorlandino2009
24,,6.11,BPD,50,giorlandino2009
25,,6.42,BPD,50,giorlandino2009
26,,6.7299999999999995,BPD,50,giorlandino2009
27,,7.0200000000000005,BPD,50,giorlandino2009
28,,7.31,BPD,50,giorlandino2009
29,,7.58,BPD,50,giorlandino2009
30,,7.840000000000001,BPD,50,giorlandino2009
31,,8.09,BPD,50,giorlandino2009
32,,8.309999999999999,BPD,50,giorlandino2009
33,,8.52,BPD,50,giorlandino2009
34,,8.709999999999999,BPD,50,giorlandino2009
35,,8.879999999999999,BPD,50,giorlandino2009
36,,9.02,BPD,50,giorlandino2009
37,,9.14,BPD,50,giorlandino2009
38,,9.23,BPD,50,giorlandino2009
39,,9.290000000000001,BPD,50,giorlandino2009
40,,9.32,BPD,50,giorlandino2009
41,,9.32,BPD,50,giorlandino2009
14,,3.18,BPD,75,giorlandino2009
15,,3.47,BPD,75,giorlandino2009
16,,3.7600000000000002,BPD,75,giorlandino2009
17,,4.0600000000000005,BPD,75,giorlandino2009
18,,4.38,BPD,75,giorlandino2009
19,,4.6899999999999995,BPD,75,giorlandino2009
20,,5.01,BPD,75,giorlandino2009
21,,5.34,BPD,75,giorlandino2009
22,,5.66,BPD,75,giorlandino2009
23,,5.9799999999999995,BPD,75,giorlandino2009
24,,6.3,BPD,75,giorlandino2009
25,,6.62,BPD,75,giorlandino2009
26,,6.93,BPD,75,giorlandino2009
27,,7.2299999999999995,BPD,75,giorlandino2009
28,,7.5200000000000005,BPD,75,giorlandino2009
29,,7.790000000000001,BPD,75,giorlandino2009
30,,8.059999999999999,BPD,75,giorlandino2009
31,,8.309999999999999,BPD,75,giorlandino2009
32,,8.540000000000001,BPD,75,giorlandino2009
33,,8.76,BPD,75,giorlandino2009
34,,8.95,BPD,75,giorlandino2009
35,,9.120000000000001,BPD,75,giorlandino2009
36,,9.27,BPD,75,giorlandino2009
37,,9.39,BPD,75,giorlandino2009
38,,9.49,BPD,75,giorlandino2009
39,,9.55,BPD,75,giorlandino2009
40,,9.59,BPD,75,giorlandino2009
41,,9.59,BPD,75,giorlandino2009
14,,3.31,BPD,90,giorlandino2009
15,,3.6,BPD,90,giorlandino2009
16,,3.9,BPD,90,giorlandino2009
17,,4.21,BPD,90,giorlandino2009
18,,4.5200000000000005,BPD,90,giorlandino2009
19,,4.84,BPD,90,giorlandino2009
20,,5.17,BPD,90,giorlandino2009
21,,5.5,BPD,90,giorlandino2009
22,,5.82,BPD,90,giorlandino2009
23,,6.15,BPD,90,giorlandino2009
24,,6.470000000000001,BPD,90,giorlandino2009
25,,6.790000000000001,BPD,90,giorlandino2009
26,,7.109999999999999,BPD,90,giorlandino2009
27,,7.409999999999999,BPD,90,giorlandino2009
28,,7.7,BPD,90,giorlandino2009
29,,7.99,BPD,90,giorlandino2009
30,,8.26,BPD,90,giorlandino2009
31,,8.51,BPD,90,giorlandino2009
32,,8.75,BPD,90,giorlandino2009
33,,8.97,BPD,90,giorlandino2009
34,,9.16,BPD,90,giorlandino2009
35,,9.34,BPD,90,giorlandino2009
36,,9.49,BPD,90,giorlandino2009
37,,9.620000000000001,BPD,90,giorlandino2009
38,,9.72,BPD,90,giorlandino2009
39,,9.790000000000001,BPD,90,giorlandino2009
40,,9.83,BPD,90,giorlandino2009
41,,9.83,BPD,90,giorlandino2009
14,,3.3899999999999997,BPD,95,giorlandino2009
15,,3.6799999999999997,BPD,95,giorlandino2009
16,,3.9799999999999995,BPD,95,giorlandino2009
17,,4.29,BPD,95,giorlandino2009
18,,4.61,BPD,95,giorlandino2009
19,,4.93,BPD,95,giorlandino2009
20,,5.26,BPD,95,giorlandino2009
21,,5.59,BPD,95,giorlandino2009
22,,5.92,BPD,95,giorlandino2009
23,,6.25,BPD,95,giorlandino2009
24,,6.58,BPD,95,giorlandino2009
25,,6.9,BPD,95,giorlandino2009
26,,7.209999999999999,BPD,95,giorlandino2009
27,,7.5200000000000005,BPD,95,giorlandino2009
28,,7.82,BPD,95,giorlandino2009
29,,8.1,BPD,95,giorlandino2009
30,,8.370000000000001,BPD,95,giorlandino2009
31,,8.629999999999999,BPD,95,giorlandino2009
32,,8.870000000000001,BPD,95,giorlandino2009
33,,9.09,BPD,95,giorlandino2009
34,,9.290000000000001,BPD,95,giorlandino2009
35,,9.47,BPD,95,giorlandino2009
36,,9.629999999999999,BPD,95,giorlandino2009
37,,9.75,BPD,95,giorlandino2009
38,,9.86,BPD,95,giorlandino2009
39,,9.93,BPD,95,giorlandino2009
40,,9.97,BPD,95,giorlandino2009
41,,9.98,BPD,95,giorlandino2009
14,,3.46,BPD,97c5,giorlandino2009
15,,3.75,BPD,97c5,giorlandino2009
16,,4.05,BPD,97c5,giorlandino2009
17,,4.37,BPD,97c5,giorlandino2009
18,,4.6899999999999995,BPD,97c5,giorlandino2009
19,,5.01,BPD,97c5,giorlandino2009
20,,5.34,BPD,97c5,giorlandino2009
21,,5.67,BPD,97c5,giorlandino2009
22,,6.01,BPD,97c5,giorlandino2009
23,,6.34,BPD,97c5,giorlandino2009
24,,6.67,BPD,97c5,giorlandino2009
25,,6.99,BPD,97c5,giorlandino2009
26,,7.31,BPD,97c5,giorlandino2009
27,,7.62,BPD,97c5,giorlandino2009
28,,7.92,BPD,97c5,giorlandino2009
29,,8.2,BPD,97c5,giorlandino2009
30,,8.48,BPD,97c5,giorlandino2009
31,,8.74,BPD,97c5,giorlandino2009
32,,8.98,BPD,97c5,giorlandino2009
33,,9.2,BPD,97c5,giorlandino2009
34,,9.4,BPD,97c5,giorlandino2009
35,,9.58,BPD,97c5,giorlandino2009
36,,9.74,BPD,97c5,giorlandino2009
37,,9.870000000000001,BPD,97c5,giorlandino2009
38,,9.98,BPD,97c5,giorlandino2009
39,,10.05,BPD,97c5,giorlandino2009
40,,10.09,BPD,97c5,giorlandino2009
41,,10.1,BPD,97c5,giorlandino2009
14,,3.54,BPD,99,giorlandino2009
15,,3.8299999999999996,BPD,99,giorlandino2009
16,,4.14,BPD,99,giorlandino2009
17,,4.45,BPD,99,giorlandino2009
18,,4.779999999999999,BPD,99,giorlandino2009
19,,5.1,BPD,99,giorlandino2009
20,,5.4399999999999995,BPD,99,giorlandino2009
21,,5.7700000000000005,BPD,99,giorlandino2009
22,,6.11,BPD,99,giorlandino2009
23,,6.44,BPD,99,giorlandino2009
24,,6.7700000000000005,BPD,99,giorlandino2009
25,,7.1,BPD,99,giorlandino2009
26,,7.42,BPD,99,giorlandino2009
27,,7.7299999999999995,BPD,99,giorlandino2009
28,,8.03,BPD,99,giorlandino2009
29,,8.32,BPD,99,giorlandino2009
30,,8.6,BPD,99,giorlandino2009
31,,8.86,BPD,99,giorlandino2009
32,,9.1,BPD,99,giorlandino2009
33,,9.33,BPD,99,giorlandino2009
34,,9.53,BPD,99,giorlandino2009
35,,9.72,BPD,99,giorlandino2009
36,,9.879999999999999,BPD,99,giorlandino2009
37,,10.01,BPD,99,giorlandino2009
38,,10.120000000000001,BPD,99,giorlandino2009
39,,10.190000000000001,BPD,99,giorlandino2009
40,,10.24,BPD,99,giorlandino2009
41,,10.25,BPD,99,giorlandino2009
14,,3.59,BPD,99c5,giorlandino2009
15,,3.8899999999999997,BPD,99c5,giorlandino2009
16,,4.1899999999999995,BPD,99c5,giorlandino2009
17,,4.51,BPD,99c5,giorlandino2009
18,,4.84,BPD,99c5,giorlandino2009
19,,5.17,BPD,99c5,giorlandino2009
20,,5.5,BPD,99c5,giorlandino2009
21,,5.84,BPD,99c5,giorlandino2009
22,,6.17,BPD,99c5,giorlandino2009
23,,6.51,BPD,99c5,giorlandino2009
24,,6.840000000000001,BPD,99c5,giorlandino2009
25,,7.17,BPD,99c5,giorlandino2009
26,,7.49,BPD,99c5,giorlandino2009
27,,7.8,BPD,99c5,giorlandino2009
28,,8.11,BPD,99c5,giorlandino2009
29,,8.4,BPD,99c5,giorlandino2009
30,,8.68,BPD,99c5,giorlandino2009
31,,8.940000000000001,BPD,99c5,giorlandino2009
32,,9.190000000000001,BPD,99c5,giorlandino2009
33,,9.41,BPD,99c5,giorlandino2009
34,,9.620000000000001,BPD,99c5,giorlandino2009
35,,9.809999999999999,BPD,99c5,giorlandino2009
36,,9.97,BPD,99c5,giorlandino2009
37,,10.1,BPD,99c5,giorlandino2009
38,,10.209999999999999,BPD,99c5,giorlandino2009
39,,10.290000000000001,BPD,99c5,giorlandino2009
40,,10.34,BPD,99c5,giorlandino2009
41,,10.35,BPD,99c5,giorlandino2009
14,,9.7,HCc,5,giorlandino2009
15,,10.7,HCc,5,giorlandino2009
16,,11.8,HCc,5,giorlandino2009
17,,12.9,HCc,5,giorlandino2009
18,,13.9,HCc,5,giorlandino2009
19,,15.1,HCc,5,giorlandino2009
20,,16.2,HCc,5,giorlandino2009
21,,17.3,HCc,5,giorlandino2009
22,,18.4,HCc,5,giorlandino2009
23,,19.5,HCc,5,giorlandino2009
24,,20.5,HCc,5,giorlandino2009
25,,21.6,HCc,5,giorlandino2009
26,,22.6,HCc,5,giorlandino2009
27,,23.6,HCc,5,giorlandino2009
28,,24.5,HCc,5,giorlandino2009
29,,25.4,HCc,5,giorlandino2009
30,,26.2,HCc,5,giorlandino2009
31,,27.0,HCc,5,giorlandino2009
32,,27.7,HCc,5,giorlandino2009
33,,28.3,HCc,5,giorlandino2009
34,,28.9,HCc,5,giorlandino2009
35,,29.4,HCc,5,giorlandino2009
36,,29.8,HCc,5,giorlandino2009
37,,30.0,HCc,5,giorlandino2009
38,,30.2,HCc,5,giorlandino2009
39,,30.3,HCc,5,giorlandino2009
40,,30.3,HCc,5,giorlandino2009
41,,30.1,HCc,5,giorlandino2009
14,,9.8,HC,1,giorlandino2009
15,,10.9,HC,1,giorlandino2009
16,,11.9,HC,1,giorlandino2009
17,,13.0,HC,1,giorlandino2009
18,,14.1,HC,1,giorlandino2009
19,,15.2,HC,1,giorlandino2009
20,,16.4,HC,1,giorlandino2009
21,,17.5,HC,1,giorlandino2009
22,,18.6,HC,1,giorlandino2009
23,,19.7,HC,1,giorlandino2009
24,,20.8,HC,1,giorlandino2009
25,,21.8,HC,1,giorlandino2009
26,,22.8,HC,1,giorlandino2009
27,,23.8,HC,1,giorlandino2009
28,,24.8,HC,1,giorlandino2009
29,,25.7,HC,1,giorlandino2009
30,,26.5,HC,1,giorlandino2009
31,,27.3,HC,1,giorlandino2009
32,,28.0,HC,1,giorlandino2009
33,,28.6,HC,1,giorlandino2009
34,,29.2,HC,1,giorlandino2009
35,,29.7,HC,1,giorlandino2009
36,,30.1,HC,1,giorlandino2009
37,,30.4,HC,1,giorlandino2009
38,,30.6,HC,1,giorlandino2009
39,,30.7,HC,1,giorlandino2009
40,,30.6,HC,1,giorlandino2009
41,,30.5,HC,1,giorlandino2009
14,,10.1,HC,2c5,giorlandino2009
15,,11.1,HC,2c5,giorlandino2009
16,,12.2,HC,2c5,giorlandino2009
17,,13.3,HC,2c5,giorlandino2009
18,,14.4,HC,2c5,giorlandino2009
19,,15.5,HC,2c5,giorlandino2009
20,,16.6,HC,2c5,giorlandino2009
21,,17.8,HC,2c5,giorlandino2009
22,,18.9,HC,2c5,giorlandino2009
23,,20.0,HC,2c5,giorlandino2009
24,,21.1,HC,2c5,giorlandino2009
25,,22.1,HC,2c5,giorlandino2009
26,,23.2,HC,2c5,giorlandino2009
27,,24.2,HC,2c5,giorlandino2009
28,,25.1,HC,2c5,giorlandino2009
29,,26.0,HC,2c5,giorlandino2009
30,,26.9,HC,2c5,giorlandino2009
31,,27.7,HC,2c5,giorlandino2009
32,,28.4,HC,2c5,giorlandino2009
33,,29.1,HC,2c5,giorlandino2009
34,,29.6,HC,2c5,giorlandino2009
35,,30.1,HC,2c5,giorlandino2009
36,,30.5,HC,2c5,giorlandino2009
37,,30.8,HC,2c5,giorlandino2009
38,,31.0,HC,2c5,giorlandino2009
39,,31.1,HC,2c5,giorlandino2009
40,,31.1,HC,2c5,giorlandino2009
41,,31.0,HC,2c5,giorlandino2009
14,,10.2,HC,5,giorlandino2009
15,,11.3,HC,5,giorlandino2009
16,,12.4,HC,5,giorlandino2009
17,,13.5,HC,5,giorlandino2009
18,,14.6,HC,5,giorlandino2009
19,,15.7,HC,5,giorlandino2009
20,,16.9,HC,5,giorlandino2009
21,,18.0,HC,5,giorlandino2009
22,,19.2,HC,5,giorlandino2009
23,,20.3,HC,5,giorlandino2009
24,,21.4,HC,5,giorlandino2009
25,,22.4,HC,5,giorlandino2009
26,,23.5,HC,5,giorlandino2009
27,,24.5,HC,5,giorlandino2009
28,,25.4,HC,5,giorlandino2009
29,,26.4,HC,5,giorlandino2009
30,,27.2,HC,5,giorlandino2009
31,,28.0,HC,5,giorlandino2009
32,,28.8,HC,5,giorlandino2009
33,,29.4,HC,5,giorlandino2009
34,,30.0,HC,5,giorlandino2009
35,,30.5,HC,5,giorlandino2009
36,,30.9,HC,5,giorlandino2009
37,,31.2,HC,5,giorlandino2009
38,,31.5,HC,5,giorlandino2009
39,,31.6,HC,5,giorlandino2009
40,,31.6,HC,5,giorlandino2009
41,,31.4,HC,5,giorlandino2009
14,,10.5,HC,10,giorlandino2009
15,,11.5,HC,10,giorlandino2009
16,,12.6,HC,10,giorlandino2009
17,,13.7,HC,10,giorlandino2009
18,,14.9,HC,10,giorlandino2009
19,,16.0,HC,10,giorlandino2009
20,,17.2,HC,10,giorlandino2009
21,,18.3,HC,10,giorlandino2009
22,,19.5,HC,10,giorlandino2009
23,,20.6,HC,10,giorlandino2009
24,,21.7,HC,10,giorlandino2009
25,,22.8,HC,10,giorlandino2009
26,,23.8,HC,10,giorlandino2009
27,,24.8,HC,10,giorlandino2009
28,,25.8,HC,10,giorlandino2009
29,,26.7,HC,10,giorlandino2009
30,,27.6,HC,10,giorlandino2009
31,,28.4,HC,10,giorlandino2009
32,,29.2,HC,10,giorlandino2009
33,,29.8,HC,10,giorlandino2009
34,,30.4,HC,10,giorlandino2009
35,,30.9,HC,10,giorlandino2009
36,,31.4,HC,10,giorlandino2009
37,,31.7,HC,10,giorlandino2009
38,,31.9,HC,10,giorlandino2009
39,,32.0,HC,10,giorlandino2009
40,,32.1,HC,10,giorlandino2009
41,,31.9,HC,10,giorlandino2009
14,,10.8,HC,25,giorlandino2009
15,,11.9,HC,25,giorlandino2009
16,,13.0,HC,25,giorlandino2009
17,,14.2,HC,25,giorlandino2009
18,,15.3,HC,25,giorlandino2009
19,,16.5,HC,25,giorlandino2009
20,,17.6,HC,25,giorlandino2009
21,,18.8,HC,25,giorlandino2009
22,,20.0,HC,25,giorlandino2009
23,,21.1,HC,25,giorlandino2009
24,,22.2,HC,25,giorlandino2009
25,,23.3,HC,25,giorlandino2009
26,,24.4,HC,25,giorlandino2009
27,,25.4,HC,25,giorlandino2009
28,,26.4,HC,25,giorlandino2009
29,,27.4,HC,25,giorlandino2009
30,,28.3,HC,25,giorlandino2009
31,,29.1,HC,25,giorlandino2009
32,,29.8,HC,25,giorlandino2009
33,,30.5,HC,25,giorlandino2009
34,,31.2,HC,25,giorlandino2009
35,,31.7,HC,25,giorlandino2009
36,,32.1,HC,25,giorlandino2009
37,,32.5,HC,25,giorlandino2009
38,,32.7,HC,25,giorlandino2009
39,,32.9,HC,25,giorlandino2009
40,,32.9,HC,25,giorlandino2009
41,,32.8,HC,25,giorlandino2009
14,,11.2,HC,50,giorlandino2009
15,,12.3,HC,50,giorlandino2009
16,,13.5,HC,50,giorlandino2009
17,,14.6,HC,50,giorlandino2009
18,,15.8,HC,50,giorlandino2009
19,,17.0,HC,50,giorlandino2009
20,,18.2,HC,50,giorlandino2009
21,,19.3,HC,50,giorlandino2009
22,,20.5,HC,50,giorlandino2009
23,,21.7,HC,50,giorlandino2009
24,,22.8,HC,50,giorlandino2009
25,,23.9,HC,50,giorlandino2009
26,,25.0,HC,50,giorlandino2009
27,,26.1,HC,50,giorlandino2009
28,,27.1,HC,50,giorlandino2009
29,,28.1,HC,50,giorlandino2009
30,,29.0,HC,50,giorlandino2009
31,,29.8,HC,50,giorlandino2009
32,,30.6,HC,50,giorlandino2009
33,,31.3,HC,50,giorlandino2009
34,,31.9,HC,50,giorlandino2009
35,,32.5,HC,50,giorlandino2009
36,,33.0,HC,50,giorlandino2009
37,,33.3,HC,50,giorlandino2009
38,,33.6,HC,50,giorlandino2009
39,,33.7,HC,50,giorlandino2009
40,,33.8,HC,50,giorlandino2009
41,,33.7,HC,50,giorlandino2009
14,,11.6,HC,75,giorlandino2009
15,,12.7,HC,75,giorlandino2009
16,,13.9,HC,75,giorlandino2009
17,,15.1,HC,75,giorlandino2009
18,,16.3,HC,75,giorlandino2009
19,,17.5,HC,75,giorlandino2009
20,,18.7,HC,75,giorlandino2009
21,,19.9,HC,75,giorlandino2009
22,,21.1,HC,75,giorlandino2009
23,,22.3,HC,75,giorlandino2009
24,,23.4,HC,75,giorlandino2009
25,,24.6,HC,75,giorlandino2009
26,,25.7,HC,75,giorlandino2009
27,,26.7,HC,75,giorlandino2009
28,,27.8,HC,75,giorlandino2009
29,,28.8,HC,75,giorlandino2009
30,,29.7,HC,75,giorlandino2009
31,,30.6,HC,75,giorlandino2009
32,,31.4,HC,75,giorlandino2009
33,,32.1,HC,75,giorlandino2009
34,,32.7,HC,75,giorlandino2009
35,,33.3,HC,75,giorlandino2009
36,,33.8,HC,75,giorlandino2009
37,,34.2,HC,75,giorlandino2009
38,,34.5,HC,75,giorlandino2009
39,,34.6,HC,75,giorlandino2009
40,,34.7,HC,75,giorlandino2009
41,,34.7,HC,75,giorlandino2009
14,,12.0,HC,90,giorlandino2009
15,,13.1,HC,90,giorlandino2009
16,,14.3,HC,90,giorlandino2009
17,,15.5,HC,90,giorlandino2009
18,,16.7,HC,90,giorlandino2009
19,,17.9,HC,90,giorlandino2009
20,,19.1,HC,90,giorlandino2009
21,,20.4,HC,90,giorlandino2009
22,,21.6,HC,90,giorlandino2009
23,,22.8,HC,90,giorlandino2009
24,,24.0,HC,90,giorlandino2009
25,,25.1,HC,90,giorlandino2009
26,,26.2,HC,90,giorlandino2009
27,,27.3,HC,90,giorlandino2009
28,,28.4,HC,90,giorlandino2009
29,,29.4,HC,90,giorlandino2009
30,,30.3,HC,90,giorlandino2009
31,,31.2,HC,90,giorlandino2009
32,,32.0,HC,90,giorlandino2009
33,,32.8,HC,90,giorlandino2009
34,,33.5,HC,90,giorlandino2009
35,,34.1,HC,90,giorlandino2009
36,,34.6,HC,90,giorlandino2009
37,,35.0,HC,90,giorlandino2009
38,,35.3,HC,90,giorlandino2009
39,,35.5,HC,90,giorlandino2009
40,,35.5,HC,90,giorlandino2009
41,,35.5,HC,90,giorlandino2009
14,,12.2,HC,95,giorlandino2009
15,,13.3,HC,95,giorlandino2009
16,,14.5,HC,95,giorlandino2009
17,,15.7,HC,95,giorlandino2009
18,,17.0,HC,95,giorlandino2009
19,,18.2,HC,95,giorlandino2009
20,,19.4,HC,95,giorlandino2009
21,,20.7,HC,95,giorlandino2009
22,,21.9,HC,95,giorlandino2009
23,,23.1,HC,95,giorlandino2009
24,,24.3,HC,95,giorlandino2009
25,,25.5,HC,95,giorlandino2009
26,,26.6,HC,95,giorlandino2009
27,,27.7,HC,95,giorlandino2009
28,,28.8,HC,95,giorlandino2009
29,,29.8,HC,95,giorlandino2009
30,,30.7,HC,95,giorlandino2009
31,,31.6,HC,95,giorlandino2009
32,,32.5,HC,95,giorlandino2009
33,,33.2,HC,95,giorlandino2009
34,,33.9,HC,95,giorlandino2009
35,,34.5,HC,95,giorlandino2009
36,,35.0,HC,95,giorlandino2009
37,,35.4,HC,95,giorlandino2009
38,,35.7,HC,95,giorlandino2009
39,,35.9,HC,95,giorlandino2009
40,,36.0,HC,95,giorlandino2009
41,,36.0,HC,95,giorlandino2009
14,,12.4,HC,97c5,giorlandino2009
15,,13.5,HC,97c5,giorlandino2009
16,,14.7,HC,97c5,giorlandino2009
17,,15.9,HC,97c5,giorlandino2009
18,,17.2,HC,97c5,giorlandino2009
19,,18.4,HC,97c5,giorlandino2009
20,,19.7,HC,97c5,giorlandino2009
21,,20.9,HC,97c5,giorlandino2009
22,,22.1,HC,97c5,giorlandino2009
23,,23.4,HC,97c5,giorlandino2009
24,,24.6,HC,97c5,giorlandino2009
25,,25.7,HC,97c5,giorlandino2009
26,,26.9,HC,97c5,giorlandino2009
27,,28.0,HC,97c5,giorlandino2009
28,,29.1,HC,97c5,giorlandino2009
29,,30.1,HC,97c5,giorlandino2009
30,,31.1,HC,97c5,giorlandino2009
31,,32.0,HC,97c5,giorlandino2009
32,,32.8,HC,97c5,giorlandino2009
33,,33.6,HC,97c5,giorlandino2009
34,,34.3,HC,97c5,giorlandino2009
35,,34.9,HC,97c5,giorlandino2009
36,,35.4,HC,97c5,giorlandino2009
37,,35.8,HC,97c5,giorlandino2009
38,,36.1,HC,97c5,giorlandino2009
39,,36.4,HC,97c5,giorlandino2009
40,,36.5,HC,97c5,giorlandino2009
41,,36.4,HC,97c5,giorlandino2009
14,,12.6,HC,99,giorlandino2009
15,,13.8,HC,99,giorlandino2009
16,,15.0,HC,99,giorlandino2009
17,,16.2,HC,99,giorlandino2009
18,,17.4,HC,99,giorlandino2009
19,,18.7,HC,99,giorlandino2009
20,,19.9,HC,99,giorlandino2009
21,,21.2,HC,99,giorlandino2009
22,,22.4,HC,99,giorlandino2009
23,,23.7,HC,99,giorlandino2009
24,,24.9,HC,99,giorlandino2009
25,,26.1,HC,99,giorlandino2009
26,,27.2,HC,99,giorlandino2009
27,,28.4,HC,99,giorlandino2009
28,,29.4,HC,99,giorlandino2009
29,,30.5,HC,99,giorlandino2009
30,,31.5,HC,99,giorlandino2009
31,,32.4,HC,99,giorlandino2009
32,,33.2,HC,99,giorlandino2009
33,,34.0,HC,99,giorlandino2009
34,,34.7,HC,99,giorlandino2009
35,,35.3,HC,99,giorlandino2009
36,,35.9,HC,99,giorlandino2009
37,,36.3,HC,99,giorlandino2009
38,,36.6,HC,99,giorlandino2009
39,,36.8,HC,99,giorlandino2009
40,,37.0,HC,99,giorlandino2009
41,,37.0,HC,99,giorlandino2009
14,,12.7,HC,99c5,giorlandino2009
15,,13.9,HC,99c5,giorlandino2009
16,,15.1,HC,99c5,giorlandino2009
17,,16.4,HC,99c5,giorlandino2009
18,,17.6,HC,99c5,giorlandino2009
19,,18.9,HC,99c5,giorlandino2009
20,,20.1,HC,99c5,giorlandino2009
21,,21.4,HC,99c5,giorlandino2009
22,,22.7,HC,99c5,giorlandino2009
23,,23.9,HC,99c5,giorlandino2009
24,,25.1,HC,99c5,giorlandino2009
25,,26.3,HC,99c5,giorlandino2009
26,,27.5,HC,99c5,giorlandino2009
27,,28.6,HC,99c5,giorlandino2009
28,,29.7,HC,99c5,giorlandino2009
29,,30.7,HC,99c5,giorlandino2009
30,,31.7,HC,99c5,giorlandino2009
31,,32.6,HC,99c5,giorlandino2009
32,,33.5,HC,99c5,giorlandino2009
33,,34.3,HC,99c5,giorlandino2009
34,,35.0,HC,99c5,giorlandino2009
35,,35.6,HC,99c5,giorlandino2009
36,,36.2,HC,99c5,giorlandino2009
37,,36.6,HC,99c5,giorlandino2009
38,,36.9,HC,99c5,giorlandino2009
39,,37.2,HC,99c5,giorlandino2009
40,,37.3,HC,99c5,giorlandino2009
41,,37.3,HC,99c5,giorlandino2009
14,,7.6,ACc,5,giorlandino2009
15,,8.6,ACc,5,giorlandino2009
16,,9.5,ACc,5,giorlandino2009
17,,10.5,ACc,5,giorlandino2009
18,,11.5,ACc,5,giorlandino2009
19,,12.5,ACc,5,giorlandino2009
20,,13.5,ACc,5,giorlandino2009
21,,14.4,ACc,5,giorlandino2009
22,,15.4,ACc,5,giorlandino2009
23,,16.4,ACc,5,giorlandino2009
24,,17.3,ACc,5,giorlandino2009
25,,18.3,ACc,5,giorlandino2009
26,,19.2,ACc,5,giorlandino2009
27,,20.1,ACc,5,giorlandino2009
28,,21.0,ACc,5,giorlandino2009
29,,21.8,ACc,5,giorlandino2009
30,,22.7,ACc,5,giorlandino2009
31,,23.5,ACc,5,giorlandino2009
32,,24.3,ACc,5,giorlandino2009
33,,25.1,ACc,5,giorlandino2009
34,,25.8,ACc,5,giorlandino2009
35,,26.5,ACc,5,giorlandino2009
36,,27.1,ACc,5,giorlandino2009
37,,27.7,ACc,5,giorlandino2009
38,,28.3,ACc,5,giorlandino2009
39,,28.8,ACc,5,giorlandino2009
40,,29.3,ACc,5,giorlandino2009
41,,29.7,ACc,5,giorlandino2009
14,,7.8,AC,1,giorlandino2009
15,,8.7,AC,1,giorlandino2009
16,,9.7,AC,1,giorlandino2009
17,,10.7,AC,1,giorlandino2009
18,,11.7,AC,1,giorlandino2009
19,,12.7,AC,1,giorlandino2009
20,,13.7,AC,1,giorlandino2009
21,,14.7,AC,1,giorlandino2009
22,,15.7,AC,1,giorlandino2009
23,,16.6,AC,1,giorlandino2009
24,,17.6,AC,1,giorlandino2009
25,,18.6,AC,1,giorlandino2009
26,,19.5,AC,1,giorlandino2009
27,,20.4,AC,1,giorlandino2009
28,,21.3,AC,1,giorlandino2009
29,,22.2,AC,1,giorlandino2009
30,,23.1,AC,1,giorlandino2009
31,,23.9,AC,1,giorlandino2009
32,,24.7,AC,1,giorlandino2009
33,,25.5,AC,1,giorlandino2009
34,,26.2,AC,1,giorlandino2009
35,,26.9,AC,1,giorlandino2009
36,,27.6,AC,1,giorlandino2009
37,,28.2,AC,1,giorlandino2009
38,,28.8,AC,1,giorlandino2009
39,,29.3,AC,1,giorlandino2009
40,,29.8,AC,1,giorlandino2009
41,,30.3,AC,1,giorlandino2009
14,,8.0,AC,2c5,giorlandino2009
15,,9.0,AC,2c5,giorlandino2009
16,,10.0,AC,2c5,giorlandino2009
